block_id,available,timestamp
585052,2,4/6/12 0:10
326022,3,4/6/12 0:10
326062,4,4/6/12 0:11
325042,9,4/6/12 0:11
585051,4,4/6/12 0:11
847021,8,4/6/12 0:11
616241,9,4/6/12 0:11
847031,7,4/6/12 0:11
562252,1,4/6/12 0:11
326071,6,4/6/12 0:11
326022,2,4/6/12 0:12
326081,4,4/6/12 0:12
847011,6,4/6/12 0:13
847021,7,4/6/12 0:13
847032,3,4/6/12 0:13
325031,3,4/6/12 0:13
847031,8,4/6/12 0:13
326022,3,4/6/12 0:13
562261,1,4/6/12 0:13
585092,9,4/6/12 0:14
326072,11,4/6/12 0:14
326071,5,4/6/12 0:14
326062,5,4/6/12 0:14
325032,2,4/6/12 0:14
847011,5,4/6/12 0:14
847021,8,4/6/12 0:14
616241,10,4/6/12 0:14
585092,11,4/6/12 0:15
363131,7,4/6/12 0:15
847031,9,4/6/12 0:15
326042,10,4/6/12 0:15
363121,3,4/6/12 0:15
585092,12,4/6/12 0:15
585061,0,4/6/12 0:15
562241,6,4/6/12 0:16
847031,8,4/6/12 0:16
585051,3,4/6/12 0:16
616241,11,4/6/12 0:16
326042,11,4/6/12 0:17
585051,4,4/6/12 0:17
325031,2,4/6/12 0:17
585092,11,4/6/12 0:17
585032,8,4/6/12 0:18
502271,6,4/6/12 0:18
326022,4,4/6/12 0:18
546281,10,4/6/12 0:18
326032,3,4/6/12 0:18
847031,9,4/6/12 0:18
472281,3,4/6/12 0:19
326081,5,4/6/12 0:19
542302,0,4/6/12 0:19
847032,4,4/6/12 0:19
585022,14,4/6/12 0:19
326032,4,4/6/12 0:19
612312,8,4/6/12 0:19
542301,1,4/6/12 0:19
562252,2,4/6/12 0:19
472281,4,4/6/12 0:20
546281,11,4/6/12 0:20
847021,7,4/6/12 0:20
325031,3,4/6/12 0:20
363131,6,4/6/12 0:20
542301,0,4/6/12 0:20
363121,2,4/6/12 0:20
472281,3,4/6/12 0:20
847011,4,4/6/12 0:21
847021,5,4/6/12 0:21
326032,5,4/6/12 0:21
585061,1,4/6/12 0:21
612312,9,4/6/12 0:21
847031,10,4/6/12 0:21
326022,3,4/6/12 0:21
326081,6,4/6/12 0:21
562261,2,4/6/12 0:21
847042,4,4/6/12 0:21
325032,1,4/6/12 0:21
847021,6,4/6/12 0:22
326032,3,4/6/12 0:22
585092,10,4/6/12 0:22
363131,5,4/6/12 0:22
562262,2,4/6/12 0:22
326022,4,4/6/12 0:22
847021,5,4/6/12 0:22
616241,12,4/6/12 0:22
585022,15,4/6/12 0:23
326032,5,4/6/12 0:23
325041,9,4/6/12 0:23
363131,6,4/6/12 0:23
326072,9,4/6/12 0:23
542301,1,4/6/12 0:23
847021,7,4/6/12 0:23
616231,2,4/6/12 0:23
585061,0,4/6/12 0:24
363131,7,4/6/12 0:24
326061,0,4/6/12 0:24
542301,2,4/6/12 0:24
847042,5,4/6/12 0:24
325032,0,4/6/12 0:24
326032,6,4/6/12 0:24
585032,9,4/6/12 0:25
562242,3,4/6/12 0:25
847011,5,4/6/12 0:25
847021,6,4/6/12 0:25
502282,1,4/6/12 0:25
847031,9,4/6/12 0:25
326042,10,4/6/12 0:25
562261,1,4/6/12 0:26
325032,1,4/6/12 0:26
847032,5,4/6/12 0:26
616241,11,4/6/12 0:26
363131,6,4/6/12 0:26
326072,10,4/6/12 0:26
542301,1,4/6/12 0:26
847031,8,4/6/12 0:26
664232,1,4/6/12 0:27
325032,2,4/6/12 0:27
326052,5,4/6/12 0:27
542301,2,4/6/12 0:27
326071,6,4/6/12 0:27
325032,3,4/6/12 0:28
847021,5,4/6/12 0:28
363131,5,4/6/12 0:28
502271,7,4/6/12 0:28
326042,11,4/6/12 0:28
325032,2,4/6/12 0:29
363131,6,4/6/12 0:29
562262,1,4/6/12 0:29
472281,4,4/6/12 0:29
847011,6,4/6/12 0:30
326082,2,4/6/12 0:31
585092,11,4/6/12 0:31
363121,3,4/6/12 0:31
585051,5,4/6/12 0:31
562252,1,4/6/12 0:32
546281,10,4/6/12 0:32
542302,1,4/6/12 0:32
847021,4,4/6/12 0:32
562241,7,4/6/12 0:33
326052,6,4/6/12 0:33
326062,4,4/6/12 0:33
542302,0,4/6/12 0:33
325032,3,4/6/12 0:33
847021,2,4/6/12 0:33
326072,11,4/6/12 0:34
542301,3,4/6/12 0:34
326042,12,4/6/12 0:34
847011,5,4/6/12 0:34
502282,2,4/6/12 0:35
542301,1,4/6/12 0:35
472281,3,4/6/12 0:35
326022,3,4/6/12 0:35
326082,3,4/6/12 0:35
363122,3,4/6/12 0:36
326022,4,4/6/12 0:36
326082,4,4/6/12 0:36
585092,10,4/6/12 0:36
847031,7,4/6/12 0:37
326042,11,4/6/12 0:37
326071,7,4/6/12 0:37
847011,6,4/6/12 0:37
847021,3,4/6/12 0:37
585041,12,4/6/12 0:37
847001,10,4/6/12 0:38
585032,8,4/6/12 0:38
847031,8,4/6/12 0:38
546281,9,4/6/12 0:38
847011,7,4/6/12 0:38
847032,3,4/6/12 0:38
585032,7,4/6/12 0:39
847031,9,4/6/12 0:39
326042,12,4/6/12 0:39
546281,10,4/6/12 0:39
502262,1,4/6/12 0:39
616231,3,4/6/12 0:39
847001,11,4/6/12 0:39
562231,0,4/6/12 0:40
542301,2,4/6/12 0:40
847031,8,4/6/12 0:40
325032,2,4/6/12 0:40
363131,5,4/6/12 0:40
847031,9,4/6/12 0:41
847011,8,4/6/12 0:42
847041,2,4/6/12 0:42
546273,2,4/6/12 0:42
562252,2,4/6/12 0:42
542301,1,4/6/12 0:43
562262,2,4/6/12 0:43
562261,2,4/6/12 0:43
325031,2,4/6/12 0:44
542301,2,4/6/12 0:44
325032,1,4/6/12 0:45
326082,3,4/6/12 0:45
585022,16,4/6/12 0:45
542301,1,4/6/12 0:45
585092,12,4/6/12 0:46
585012,10,4/6/12 0:46
847031,10,4/6/12 0:46
542302,1,4/6/12 0:46
847011,9,4/6/12 0:46
363131,6,4/6/12 0:47
326072,12,4/6/12 0:47
562261,1,4/6/12 0:47
326062,3,4/6/12 0:47
542302,0,4/6/12 0:47
847021,4,4/6/12 0:47
847031,9,4/6/12 0:48
847021,5,4/6/12 0:48
847032,2,4/6/12 0:48
325031,3,4/6/12 0:49
326032,5,4/6/12 0:49
585092,11,4/6/12 0:49
502282,3,4/6/12 0:49
847001,12,4/6/12 0:49
542301,3,4/6/12 0:49
472281,2,4/6/12 0:49
562261,2,4/6/12 0:49
847021,3,4/6/12 0:49
847041,3,4/6/12 0:49
326032,6,4/6/12 0:50
562231,1,4/6/12 0:50
585012,11,4/6/12 0:50
847031,11,4/6/12 0:50
326032,7,4/6/12 0:50
585092,12,4/6/12 0:50
326052,5,4/6/12 0:51
562252,3,4/6/12 0:51
585052,3,4/6/12 0:51
847021,4,4/6/12 0:51
616231,2,4/6/12 0:51
847031,12,4/6/12 0:52
562262,3,4/6/12 0:52
326022,3,4/6/12 0:52
847041,4,4/6/12 0:52
585092,14,4/6/12 0:52
326072,13,4/6/12 0:52
363122,2,4/6/12 0:52
847031,11,4/6/12 0:53
847041,5,4/6/12 0:53
326082,4,4/6/12 0:53
585031,7,4/6/12 0:53
326072,12,4/6/12 0:53
326022,4,4/6/12 0:54
326062,4,4/6/12 0:54
542302,1,4/6/12 0:54
325032,2,4/6/12 0:54
546273,1,4/6/12 0:55
325041,8,4/6/12 0:55
502282,2,4/6/12 0:55
585031,6,4/6/12 0:55
502271,6,4/6/12 0:56
326052,6,4/6/12 0:56
847031,10,4/6/12 0:56
326042,11,4/6/12 0:56
326071,8,4/6/12 0:56
546282,2,4/6/12 0:56
325031,4,4/6/12 0:57
502271,7,4/6/12 0:57
542301,4,4/6/12 0:57
542302,2,4/6/12 0:57
325032,3,4/6/12 0:57
546273,2,4/6/12 0:57
363132,1,4/6/12 0:57
325041,9,4/6/12 0:58
363131,5,4/6/12 0:58
585031,3,4/6/12 0:58
502271,8,4/6/12 0:58
542302,3,4/6/12 0:58
325032,4,4/6/12 0:58
847041,6,4/6/12 0:58
616231,1,4/6/12 0:58
325031,5,4/6/12 0:58
502282,1,4/6/12 0:59
585031,2,4/6/12 0:59
585032,9,4/6/12 0:59
847031,9,4/6/12 0:59
542302,2,4/6/12 0:59
502262,0,4/6/12 1:00
326072,11,4/6/12 1:01
542301,3,4/6/12 1:01
326042,12,4/6/12 1:01
546281,11,4/6/12 1:01
325032,3,4/6/12 1:01
363122,1,4/6/12 1:01
326052,7,4/6/12 1:02
542301,2,4/6/12 1:02
847031,8,4/6/12 1:02
585052,4,4/6/12 1:02
326062,3,4/6/12 1:02
847032,3,4/6/12 1:02
326072,12,4/6/12 1:02
363122,2,4/6/12 1:02
585052,5,4/6/12 1:03
326022,3,4/6/12 1:03
502282,2,4/6/12 1:03
847031,7,4/6/12 1:04
326022,4,4/6/12 1:04
847032,4,4/6/12 1:04
502282,1,4/6/12 1:04
542301,3,4/6/12 1:05
585052,6,4/6/12 1:05
325031,6,4/6/12 1:05
847001,13,4/6/12 1:05
542301,4,4/6/12 1:05
326022,5,4/6/12 1:06
325032,4,4/6/12 1:06
847011,10,4/6/12 1:06
326032,6,4/6/12 1:06
502282,2,4/6/12 1:06
326072,13,4/6/12 1:06
326042,11,4/6/12 1:06
326022,6,4/6/12 1:07
562261,3,4/6/12 1:07
847021,5,4/6/12 1:07
847032,3,4/6/12 1:07
546272,1,4/6/12 1:08
847032,4,4/6/12 1:08
585022,14,4/6/12 1:08
472281,3,4/6/12 1:09
325032,3,4/6/12 1:09
363132,2,4/6/12 1:09
326061,1,4/6/12 1:09
847031,6,4/6/12 1:09
326071,7,4/6/12 1:10
542302,3,4/6/12 1:10
847032,5,4/6/12 1:10
585031,3,4/6/12 1:10
847031,5,4/6/12 1:10
325032,2,4/6/12 1:11
847021,4,4/6/12 1:11
562242,2,4/6/12 1:11
325032,3,4/6/12 1:12
847021,3,4/6/12 1:12
502282,3,4/6/12 1:12
326042,10,4/6/12 1:12
326071,8,4/6/12 1:12
542302,4,4/6/12 1:13
847011,11,4/6/12 1:13
847031,6,4/6/12 1:13
326042,11,4/6/12 1:13
562242,1,4/6/12 1:13
562262,2,4/6/12 1:13
326071,9,4/6/12 1:13
325032,2,4/6/12 1:14
847011,13,4/6/12 1:14
847001,15,4/6/12 1:14
562231,0,4/6/12 1:14
847031,4,4/6/12 1:14
363121,2,4/6/12 1:14
542302,5,4/6/12 1:14
326082,3,4/6/12 1:15
585092,12,4/6/12 1:15
542301,3,4/6/12 1:15
847031,5,4/6/12 1:15
472281,4,4/6/12 1:15
325032,0,4/6/12 1:15
847021,4,4/6/12 1:15
326072,14,4/6/12 1:16
326022,5,4/6/12 1:16
325032,1,4/6/12 1:16
847021,3,4/6/12 1:16
847032,4,4/6/12 1:16
326032,7,4/6/12 1:17
847031,4,4/6/12 1:17
326022,6,4/6/12 1:17
325052,3,4/6/12 1:17
325032,2,4/6/12 1:17
325031,5,4/6/12 1:17
502282,4,4/6/12 1:18
472281,5,4/6/12 1:18
325032,3,4/6/12 1:18
847032,2,4/6/12 1:18
325031,4,4/6/12 1:18
562241,6,4/6/12 1:19
326081,7,4/6/12 1:19
326062,4,4/6/12 1:19
325052,4,4/6/12 1:19
585051,6,4/6/12 1:19
847011,12,4/6/12 1:19
847032,3,4/6/12 1:19
585031,4,4/6/12 1:20
562241,7,4/6/12 1:20
542301,4,4/6/12 1:20
847031,5,4/6/12 1:20
585052,7,4/6/12 1:20
562262,3,4/6/12 1:20
562261,2,4/6/12 1:20
325032,4,4/6/12 1:20
847011,14,4/6/12 1:20
847031,4,4/6/12 1:21
363121,3,4/6/12 1:21
847032,2,4/6/12 1:21
325031,5,4/6/12 1:21
585031,3,4/6/12 1:21
363121,4,4/6/12 1:22
585052,8,4/6/12 1:22
326022,5,4/6/12 1:22
542301,5,4/6/12 1:23
847031,3,4/6/12 1:23
326071,8,4/6/12 1:23
542302,6,4/6/12 1:23
585031,4,4/6/12 1:23
562261,1,4/6/12 1:24
325032,5,4/6/12 1:24
847041,7,4/6/12 1:24
585092,11,4/6/12 1:24
502282,5,4/6/12 1:24
585031,6,4/6/12 1:24
326042,12,4/6/12 1:25
616242,2,4/6/12 1:25
562261,2,4/6/12 1:25
325031,4,4/6/12 1:25
585022,12,4/6/12 1:25
502282,4,4/6/12 1:25
847032,3,4/6/12 1:26
585092,12,4/6/12 1:26
326052,6,4/6/12 1:26
326071,10,4/6/12 1:26
612312,10,4/6/12 1:27
562261,3,4/6/12 1:27
847032,4,4/6/12 1:27
326032,6,4/6/12 1:28
363131,6,4/6/12 1:28
847032,5,4/6/12 1:28
363131,7,4/6/12 1:29
502282,3,4/6/12 1:29
326072,15,4/6/12 1:29
562262,2,4/6/12 1:29
847021,4,4/6/12 1:29
847032,6,4/6/12 1:29
326032,7,4/6/12 1:29
326042,13,4/6/12 1:30
326052,5,4/6/12 1:31
326071,9,4/6/12 1:31
325041,10,4/6/12 1:31
326081,6,4/6/12 1:32
325031,5,4/6/12 1:32
847031,4,4/6/12 1:33
616231,2,4/6/12 1:33
325041,9,4/6/12 1:33
847031,5,4/6/12 1:34
562242,3,4/6/12 1:34
326062,5,4/6/12 1:34
847041,6,4/6/12 1:34
326032,6,4/6/12 1:34
325041,10,4/6/12 1:34
562262,3,4/6/12 1:35
325031,6,4/6/12 1:35
585022,10,4/6/12 1:35
585031,7,4/6/12 1:35
363122,3,4/6/12 1:35
326052,6,4/6/12 1:35
363121,3,4/6/12 1:36
562262,2,4/6/12 1:36
562241,8,4/6/12 1:36
326052,5,4/6/12 1:36
542301,4,4/6/12 1:37
326071,10,4/6/12 1:38
542302,7,4/6/12 1:38
326081,7,4/6/12 1:39
326081,6,4/6/12 1:39
847011,13,4/6/12 1:40
542301,5,4/6/12 1:40
847031,7,4/6/12 1:40
546271,2,4/6/12 1:41
847011,14,4/6/12 1:41
847032,7,4/6/12 1:41
847041,7,4/6/12 1:41
363131,6,4/6/12 1:41
542301,4,4/6/12 1:41
326022,6,4/6/12 1:42
562261,4,4/6/12 1:42
542302,6,4/6/12 1:42
847011,13,4/6/12 1:42
326032,5,4/6/12 1:42
847001,16,4/6/12 1:42
326071,11,4/6/12 1:43
546281,10,4/6/12 1:43
542302,7,4/6/12 1:43
326032,4,4/6/12 1:43
325041,11,4/6/12 1:43
502282,2,4/6/12 1:43
326042,11,4/6/12 1:43
363121,4,4/6/12 1:43
326022,5,4/6/12 1:44
847011,14,4/6/12 1:44
847021,3,4/6/12 1:44
363132,1,4/6/12 1:44
616231,1,4/6/12 1:44
326032,5,4/6/12 1:44
363122,2,4/6/12 1:44
562241,9,4/6/12 1:44
847031,8,4/6/12 1:44
326022,6,4/6/12 1:44
326032,6,4/6/12 1:45
326081,7,4/6/12 1:45
546281,9,4/6/12 1:45
325032,6,4/6/12 1:46
546273,1,4/6/12 1:46
363131,7,4/6/12 1:46
585031,6,4/6/12 1:46
616241,12,4/6/12 1:47
585031,5,4/6/12 1:47
542301,5,4/6/12 1:47
472281,4,4/6/12 1:47
326081,6,4/6/12 1:47
546281,10,4/6/12 1:47
542301,6,4/6/12 1:48
472281,5,4/6/12 1:48
664232,2,4/6/12 1:48
363132,0,4/6/12 1:49
502282,3,4/6/12 1:49
585092,11,4/6/12 1:50
585031,7,4/6/12 1:50
542301,7,4/6/12 1:50
326081,7,4/6/12 1:50
546281,9,4/6/12 1:50
325032,5,4/6/12 1:50
585092,12,4/6/12 1:51
542301,8,4/6/12 1:51
546281,10,4/6/12 1:51
847021,4,4/6/12 1:51
326081,8,4/6/12 1:52
326082,4,4/6/12 1:52
363131,8,4/6/12 1:56
326081,7,4/6/12 1:57
326032,5,4/6/12 1:57
847021,5,4/6/12 1:58
326032,6,4/6/12 1:59
363131,7,4/6/12 1:59
847031,9,4/6/12 1:59
326052,6,4/6/12 2:00
562262,3,4/6/12 2:01
326071,12,4/6/12 2:01
325032,6,4/6/12 2:01
325041,12,4/6/12 2:01
325031,5,4/6/12 2:02
325041,11,4/6/12 2:03
326052,5,4/6/12 2:03
847031,10,4/6/12 2:03
326071,13,4/6/12 2:03
546272,0,4/6/12 2:03
847031,11,4/6/12 2:04
326052,6,4/6/12 2:05
326022,8,4/6/12 2:05
847021,8,4/6/12 2:05
847031,10,4/6/12 2:06
326042,13,4/6/12 2:06
562252,2,4/6/12 2:06
326072,16,4/6/12 2:07
546272,1,4/6/12 2:07
326072,15,4/6/12 2:08
326072,16,4/6/12 2:08
585031,6,4/6/12 2:09
847031,9,4/6/12 2:10
847021,7,4/6/12 2:10
562241,10,4/6/12 2:10
847031,8,4/6/12 2:11
847021,8,4/6/12 2:11
562241,11,4/6/12 2:11
847021,7,4/6/12 2:12
585031,7,4/6/12 2:12
326022,7,4/6/12 2:12
325032,7,4/6/12 2:12
847032,6,4/6/12 2:13
326022,8,4/6/12 2:13
326032,7,4/6/12 2:14
847031,9,4/6/12 2:15
585022,9,4/6/12 2:15
847021,8,4/6/12 2:16
847031,8,4/6/12 2:16
585022,11,4/6/12 2:17
847041,6,4/6/12 2:18
585022,10,4/6/12 2:18
363131,6,4/6/12 2:18
562262,2,4/6/12 2:19
546282,3,4/6/12 2:19
562262,3,4/6/12 2:20
847041,7,4/6/12 2:20
585092,11,4/6/12 2:20
546282,2,4/6/12 2:21
585092,12,4/6/12 2:21
326022,7,4/6/12 2:21
363121,5,4/6/12 2:22
326032,6,4/6/12 2:22
585051,5,4/6/12 2:23
326032,7,4/6/12 2:23
326022,8,4/6/12 2:24
847031,10,4/6/12 2:24
562262,2,4/6/12 2:24
847021,9,4/6/12 2:24
546272,0,4/6/12 2:25
847032,5,4/6/12 2:25
847011,15,4/6/12 2:25
847021,10,4/6/12 2:25
664232,1,4/6/12 2:27
325052,5,4/6/12 2:27
847021,11,4/6/12 2:27
616231,0,4/6/12 2:27
325031,6,4/6/12 2:27
562252,3,4/6/12 2:28
325032,6,4/6/12 2:28
585051,4,4/6/12 2:28
363121,4,4/6/12 2:29
847032,6,4/6/12 2:29
542301,9,4/6/12 2:30
363121,5,4/6/12 2:30
562262,3,4/6/12 2:30
847041,6,4/6/12 2:30
847042,4,4/6/12 2:31
325032,5,4/6/12 2:31
664232,2,4/6/12 2:32
585051,5,4/6/12 2:32
847032,7,4/6/12 2:32
326072,15,4/6/12 2:32
326082,5,4/6/12 2:34
847031,9,4/6/12 2:34
847041,7,4/6/12 2:34
847032,8,4/6/12 2:35
585031,6,4/6/12 2:35
847021,12,4/6/12 2:36
585022,11,4/6/12 2:36
585031,7,4/6/12 2:36
363121,6,4/6/12 2:36
562262,2,4/6/12 2:36
616231,1,4/6/12 2:37
502282,4,4/6/12 2:37
847031,10,4/6/12 2:39
847031,9,4/6/12 2:40
326052,7,4/6/12 2:40
562242,4,4/6/12 2:40
326022,7,4/6/12 2:41
326022,8,4/6/12 2:41
325031,7,4/6/12 2:41
847031,8,4/6/12 2:42
326022,7,4/6/12 2:44
326032,6,4/6/12 2:44
502282,5,4/6/12 2:44
847031,9,4/6/12 2:45
326022,8,4/6/12 2:45
847041,6,4/6/12 2:46
326062,6,4/6/12 2:47
847041,7,4/6/12 2:47
562262,1,4/6/12 2:48
325032,6,4/6/12 2:48
847032,7,4/6/12 2:48
847031,10,4/6/12 2:49
546281,9,4/6/12 2:49
326082,6,4/6/12 2:49
847001,14,4/6/12 2:50
847031,9,4/6/12 2:50
847001,15,4/6/12 2:51
326072,17,4/6/12 2:51
847031,10,4/6/12 2:51
326032,5,4/6/12 2:52
502282,6,4/6/12 2:52
326082,5,4/6/12 2:52
326032,6,4/6/12 2:52
847031,11,4/6/12 2:53
847031,12,4/6/12 2:56
363121,7,4/6/12 2:56
546281,8,4/6/12 2:56
502282,5,4/6/12 2:56
562262,2,4/6/12 2:57
562261,3,4/6/12 2:57
546281,9,4/6/12 2:57
847001,14,4/6/12 2:57
562261,4,4/6/12 2:58
847011,14,4/6/12 2:58
326061,0,4/6/12 2:59
847001,16,4/6/12 3:00
546273,2,4/6/12 3:01
847011,15,4/6/12 3:02
325041,12,4/6/12 3:02
363131,7,4/6/12 3:02
325031,6,4/6/12 3:03
363121,6,4/6/12 3:05
325031,5,4/6/12 3:05
585022,13,4/6/12 3:07
326042,8,4/6/12 3:09
326022,6,4/6/12 3:09
326081,9,4/6/12 3:09
325052,6,4/6/12 3:09
326042,12,4/6/12 3:10
326022,8,4/6/12 3:11
546281,10,4/6/12 3:12
546272,1,4/6/12 3:12
363131,8,4/6/12 3:12
585022,15,4/6/12 3:13
472281,4,4/6/12 3:13
472281,5,4/6/12 3:14
847032,6,4/6/12 3:15
325032,7,4/6/12 3:17
326072,16,4/6/12 3:17
847032,7,4/6/12 3:18
585022,16,4/6/12 3:18
325032,8,4/6/12 3:18
325031,6,4/6/12 3:19
546273,3,4/6/12 3:20
562242,5,4/6/12 3:21
363132,1,4/6/12 3:22
585061,1,4/6/12 3:22
585022,17,4/6/12 3:24
326022,6,4/6/12 3:25
326022,8,4/6/12 3:26
326072,17,4/6/12 3:26
326072,18,4/6/12 3:28
325032,7,4/6/12 3:30
326071,14,4/6/12 3:30
363132,2,4/6/12 3:31
616241,11,4/6/12 3:33
616231,0,4/6/12 3:37
616241,12,4/6/12 3:40
585012,12,4/6/12 3:41
616231,1,4/6/12 3:41
585031,6,4/6/12 3:42
847042,5,4/6/12 3:43
585031,7,4/6/12 3:43
847032,8,4/6/12 3:45
847032,7,4/6/12 3:46
326072,19,4/6/12 3:50
562241,10,4/6/12 3:51
326071,13,4/6/12 3:51
325032,8,4/6/12 3:51
363131,7,4/6/12 3:51
326082,4,4/6/12 3:52
562241,11,4/6/12 3:52
562252,2,4/6/12 3:52
616231,2,4/6/12 3:54
326032,5,4/6/12 3:54
616242,1,4/6/12 3:54
326032,6,4/6/12 3:55
326071,14,4/6/12 3:55
326032,7,4/6/12 3:56
326082,5,4/6/12 3:56
363132,3,4/6/12 3:57
363132,2,4/6/12 3:59
326082,6,4/6/12 4:00
363132,3,4/6/12 4:01
562252,3,4/6/12 4:03
847032,8,4/6/12 4:06
546272,0,4/6/12 4:06
546272,1,4/6/12 4:07
325041,11,4/6/12 4:07
847021,11,4/6/12 4:08
616242,0,4/6/12 4:09
847021,12,4/6/12 4:09
847021,13,4/6/12 4:09
847021,12,4/6/12 4:10
546272,0,4/6/12 4:10
847021,13,4/6/12 4:10
325041,12,4/6/12 4:11
847021,12,4/6/12 4:11
847031,11,4/6/12 4:11
847031,12,4/6/12 4:13
562231,1,4/6/12 4:15
585061,2,4/6/12 4:16
585051,4,4/6/12 4:17
363132,2,4/6/12 4:17
325032,9,4/6/12 4:17
363132,3,4/6/12 4:18
325031,7,4/6/12 4:20
325032,10,4/6/12 4:24
325031,8,4/6/12 4:25
585051,5,4/6/12 4:26
325031,10,4/6/12 4:26
325041,11,4/6/12 4:26
325031,11,4/6/12 4:28
325032,11,4/6/12 4:29
546282,3,4/6/12 4:33
546272,1,4/6/12 4:33
616242,1,4/6/12 4:34
847032,7,4/6/12 4:36
325032,12,4/6/12 4:42
325031,12,4/6/12 4:47
326071,13,4/6/12 4:49
326081,10,4/6/12 4:50
585051,4,4/6/12 4:57
585051,5,4/6/12 4:57
847011,14,4/6/12 5:01
847011,15,4/6/12 5:02
326081,11,4/6/12 5:05
546282,2,4/6/12 5:08
616242,2,4/6/12 5:09
546282,3,4/6/12 5:09
363132,4,4/6/12 5:09
325041,10,4/6/12 5:17
325041,11,4/6/12 5:18
502282,4,4/6/12 5:21
502271,7,4/6/12 5:32
847032,8,4/6/12 5:33
585051,4,4/6/12 5:34
585051,5,4/6/12 5:35
847021,13,4/6/12 5:40
326061,1,4/6/12 5:41
847021,9,4/6/12 5:42
585031,8,4/6/12 5:49
664232,1,4/6/12 5:55
664232,0,4/6/12 5:57
562262,1,4/6/12 5:57
